region,min_temp,max_temp,avg_temp,avg_rhm,annual_rn,ID,crop_name,opt_temp_min,opt_temp_max,frost_limit_temp,opt_humidity,soil_ph_min,soil_ph_max,일량조건,재배난이도(1-5),profit_score,국내시장성(1-5),주요경쟁력_및_특징,opt_temp_avg,temp_diff_from_opt,frost_safety_margin,suitability_score,suitability_grade,suitability
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,48,고수,12,22,-2,55,6.0,7.0,양지,1,3,4,동남아 음식 인기 증가로 수요 지속 확대,17.0,2.430833333333334,-1.9,52.28,1,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,49,레몬그라스,18,30,0,65,5.5,6.5,양지,2,4,4,허브차 및 똠얌꿍 필수 향신료,24.0,9.430833333333334,-3.9,5.33,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,50,갈랑갈,20,32,5,70,5.5,6.5,양지,3,4,3,"동남아 특수 생강, 수입 대체 가능성",26.0,11.430833333333334,-8.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,51,타이바질,18,30,5,60,6.0,7.0,양지,1,3,4,쌀국수/태국요리 필수 허브,24.0,9.430833333333334,-8.9,0.05,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,52,커리잎,20,32,5,65,5.5,6.5,양지,3,4,3,인도 요리 전문점 타겟 희소 채소,26.0,11.430833333333334,-8.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,53,몰로키아,20,35,8,65,6.0,7.0,양지,1,4,3,"영양가 높음, 엽채류 재배 쉬움",27.5,12.930833333333334,-11.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,54,아이스플랜트,15,25,-2,50,6.0,8.0,양지,3,4,4,"천연 염분 채소, 혈당 조절 기능성",20.0,5.430833333333334,-1.9,20.55,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,55,핑거루트,20,32,5,70,5.5,6.5,양지,3,4,3,다이어트 건강기능식품 원료,26.0,11.430833333333334,-8.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,56,강황,20,32,2,70,5.5,6.5,양지,2,4,4,"커큐민 성분, 건강식품 시장 정착",26.0,11.430833333333334,-5.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,57,차조기(자소엽),15,25,-2,60,6.0,7.0,양지,1,3,3,한방 및 일식 식재료,20.0,5.430833333333334,-1.9,20.55,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,58,파카야,22,32,10,75,6.0,7.0,반음지,4,3,1,"중남미 특수 채소, 희소성 극상",27.0,12.430833333333334,-13.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,59,스네이크고드,20,32,8,65,6.0,7.0,양지,2,3,2,관상 및 식용 뱀오이,26.0,11.430833333333334,-11.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,60,비터토마토,20,32,5,60,5.5,6.5,양지,2,3,2,아프리카 에스닉 식재료,26.0,11.430833333333334,-8.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,61,퀴노아,10,22,-4,50,6.0,8.5,양지,2,3,4,"고단백 슈퍼푸드, 건조 기후 적응",16.0,1.430833333333334,0.10000000000000009,75.26,2,1
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,62,아마란스,15,28,-2,50,5.5,7.5,양지,1,3,3,"척박지 잘 자람, 영양 곡물",21.5,6.930833333333334,-1.9,16.17,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,63,테프,15,28,0,50,5.5,7.0,양지,2,3,2,글루텐프리 고대 곡물,21.5,6.930833333333334,-3.9,6.57,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,64,카카오,22,32,12,80,6.0,7.0,반음지,5,5,3,"초콜릿 원료, 고온고습 시설 필요",27.0,12.430833333333334,-15.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,65,커피나무,15,25,0,65,5.5,6.5,반음지,3,4,4,체험형 농장 및 국내산 원두 희소성,20.0,5.430833333333334,-3.9,10.95,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,66,바닐라,20,30,8,75,5.5,6.5,반음지,5,5,5,"세계적인 고가 향신료, 인공수분 필수",25.0,10.430833333333334,-11.9,0.01,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,67,블랙페퍼(후추),22,32,10,75,5.5,6.5,반음지,4,5,4,덩굴성 고급 향신료,27.0,12.430833333333334,-13.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,68,육두구,22,32,10,80,5.5,6.5,반음지,5,4,3,결실까지 장기간 소요,27.0,12.430833333333334,-13.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,69,정향,22,32,10,75,6.0,7.0,양지,5,4,3,"꽃봉오리 향신료, 열대 기후",27.0,12.430833333333334,-13.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,70,육계(계피),20,30,5,70,5.5,6.5,양지,4,4,3,"수피 활용, 장기 재배 작물",25.0,10.430833333333334,-8.9,0.01,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,71,사프란,10,20,-10,50,6.0,8.0,양지,4,5,5,"세계 최고가 향신료, 노지 월동 가능",15.0,0.43083333333333407,6.1,99.12,3,1
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,72,카다멈,18,28,8,75,5.5,6.5,반음지,4,5,3,"고급 향신료, 음지 적응력",23.0,8.430833333333334,-11.9,0.2,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,73,올스파이스,20,30,5,70,6.0,7.0,양지,4,4,3,복합 향신료 열매,25.0,10.430833333333334,-8.9,0.01,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,74,과라나,22,32,10,80,5.5,6.5,양지,4,4,3,천연 카페인 음료 원료,27.0,12.430833333333334,-13.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,75,마카,5,18,-10,60,6.0,7.5,양지,4,4,4,"고산지 작물, 서늘한 기후 요구",11.5,3.069166666666666,6.1,68.24,2,1
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,76,사차인치,20,30,5,65,5.5,6.5,양지,2,4,3,"오메가3 견과류, 덩굴 재배",25.0,10.430833333333334,-8.9,0.01,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,77,브라질넛,22,32,10,80,5.5,6.5,양지,5,4,3,"거목 형성, 수확 주기가 김",27.0,12.430833333333334,-13.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,78,캐슈넛,22,35,7,60,5.5,6.5,양지,3,4,3,캐슈사과 및 견과 동시 활용,28.5,13.930833333333334,-10.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,79,마카다미아,15,28,-2,60,5.5,6.5,양지,3,4,4,"고급 견과, 아열대 지역 적응",21.5,6.930833333333334,-1.9,16.17,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,80,사탕수수,20,35,5,70,6.0,7.5,양지,1,3,3,체험용 생즙 판매 및 속성수,27.5,12.930833333333334,-8.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,81,스테비아,15,28,-3,60,6.0,7.0,양지,1,4,4,"천연 대체 당류, 다년생 허브",21.5,6.930833333333334,-0.8999999999999999,20.97,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,82,모링가,20,35,3,50,5.5,7.0,양지,1,4,4,"성장 속도 매우 빠름, 영양 엽채/분말",27.5,12.930833333333334,-6.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,83,아사이베리,22,32,10,80,5.5,6.5,양지,5,4,4,"야자과 과수, 항산화 브랜딩",27.0,12.430833333333334,-13.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,84,마키베리,12,22,-8,60,5.5,6.5,양지,3,4,3,"냉대/아열대 적응, 항산화 베리",17.0,2.430833333333334,4.1,74.52,2,1
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,85,카무카무,22,32,8,80,5.5,6.5,양지,4,4,3,비타민C 극대화 과실,27.0,12.430833333333334,-11.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,86,인디안구스베리(암라),18,30,0,60,5.5,7.5,양지,3,4,3,아유르베다 약용 과일,24.0,9.430833333333334,-3.9,5.33,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,87,고투콜라(병풀),18,30,0,75,6.0,7.0,반음지,1,4,5,"화장품(시카) 원료, 수요 매우 높음",24.0,9.430833333333334,-3.9,5.33,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,88,홀리바질,18,30,5,60,6.0,7.0,양지,1,3,3,허브차 및 차류 시장,24.0,9.430833333333334,-8.9,0.05,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,89,버터플라이피,20,32,5,65,5.5,6.5,양지,1,4,4,"파란색 천연 침출차, 인스타드링크 인기",26.0,11.430833333333334,-8.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,90,히비스커스(로젤),18,32,2,60,5.5,6.5,양지,1,4,4,"다이어트 차 원료, 꽃받침 수확",25.0,10.430833333333334,-5.9,0.01,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,91,카바카바,20,30,8,75,5.5,6.5,반음지,4,3,2,진정 효과 약용 뿌리,25.0,10.430833333333334,-11.9,0.01,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,92,크라통,22,32,10,80,5.5,6.5,양지,4,2,1,규제 요선 확인 필요 작물,27.0,12.430833333333334,-13.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,93,판단,20,32,8,75,5.5,6.5,반음지,2,4,4,동남아 디저트 핵심 향료 잎,26.0,11.430833333333334,-11.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,94,피멘토,18,30,2,60,6.0,7.0,양지,2,3,2,특수 파프리카/고추류,24.0,9.430833333333334,-5.9,0.05,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,95,하바네로,18,32,2,60,6.0,7.0,양지,2,4,4,"매운 소스 원료, 다수확",25.0,10.430833333333334,-5.9,0.01,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,96,캐롤라이나 리퍼,18,32,2,60,6.0,7.0,양지,2,5,4,극강 매운맛 챌린지 및 특수 소스용,25.0,10.430833333333334,-5.9,0.01,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,97,차요테 덩굴 싹,15,25,0,65,5.5,6.5,양지,2,3,3,고급 동남아 채소 볶음용,20.0,5.430833333333334,-3.9,10.95,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,98,스피룰리나,25,38,15,100,8.5,11.0,양지,4,4,3,알칼리성 배양 미세조류,31.5,16.930833333333332,-18.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,99,기네아생강,20,32,8,70,5.5,6.5,반음지,4,4,2,희귀 향신료 천국의 곡식,26.0,11.430833333333334,-11.9,0.0,0,0
강릉,-3.9,33.1,14.569166666666666,58.78333333333333,1442.95,100,타마린드,20,35,3,60,5.5,7.5,양지,3,4,4,동남아/중동 소스 필수 가공 원료,27.5,12.930833333333334,-6.9,0.0,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,1,애플망고,20,30,5,60,5.5,7.5,양지,4,5,5,"고소득 시설재배 대표작물, 높은 국내 소비 선호도",25.0,10.509243697478992,-9.2,0.01,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,2,파파야,22,32,10,70,6.0,7.0,양지,3,4,4,"속성수, 그린파파야 채소용/과일용 다변화 가능",27.0,12.509243697478992,-14.2,0.0,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,3,용과,18,30,2,50,5.5,7.0,양지,2,4,3,"건조에 강한 선인장과, 내건성 및 병충해 강함",24.0,9.509243697478992,-6.2,0.04,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,4,패션후르츠(백향과),18,28,-2,60,5.5,6.5,양지,2,4,4,"저온 견딤성 우수, 가공(청/에이드) 시장성 높음",23.0,8.509243697478992,-2.2,13.62,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,5,아보카도,15,28,-1,65,6.0,7.0,양지,5,5,5,"국내 수입 의존도 높음, 유목기 관리 난이도 높음",21.5,7.009243697478992,-3.2,9.82,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,6,구아바,15,28,0,60,5.0,7.0,양지,2,3,3,"잎과 과일 모두 활용 가능, 병충해 강함",21.5,7.009243697478992,-4.2,5.02,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,7,리치,20,30,-1,70,5.5,6.5,양지,5,4,4,"고가 과일 시장 형성, 결실 관리 까다로움",25.0,10.509243697478992,-3.2,8.65,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,8,람부탄,22,32,12,80,5.5,6.5,양지,5,3,3,"고온 고습 유지 필수, 가열 시설비 부담",27.0,12.509243697478992,-16.2,0.0,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,9,망고스틴,24,35,12,80,5.5,6.5,반음지,5,5,4,"생육 속도 매우 늦음, 고부가가치 과실",29.5,15.009243697478992,-16.2,0.0,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,10,두리안,24,35,10,75,6.0,7.5,양지,5,5,3,"대형 수목, 시설 재배 공간 제한 및 매니아층",29.5,15.009243697478992,-14.2,0.0,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,11,스타후르츠,20,32,5,65,5.5,6.5,양지,3,3,3,"관상적 가치 높음, 고급 디저트 재료",26.0,11.509243697478992,-9.2,0.0,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,12,잭후르츠,20,35,3,70,6.0,7.5,양지,4,4,4,"비건 대체육 시장 급성장, 과실 거대함",27.5,13.009243697478992,-7.2,0.0,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,13,사포딜라,18,32,0,60,6.0,8.0,양지,3,3,2,"토양 적응력 우수, 당도 극상, 희소성",25.0,10.509243697478992,-4.2,3.85,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,14,롱간(용안),18,30,-2,65,5.5,6.5,양지,4,3,3,"한방 약재 및 생과용, 내한성 리치보다 높음",24.0,9.509243697478992,-2.2,13.48,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,15,체리모야,15,25,-2,60,6.5,7.5,양지,4,5,4,"고급 과일 market, 인공수분 필수",20.0,5.509243697478992,-2.2,18.73,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,16,아세로라,20,30,0,65,5.5,6.5,양지,3,4,3,"천연 비타민C 가공 소재, 착과율 관리",25.0,10.509243697478992,-4.2,3.85,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,17,아키,22,32,8,70,6.0,7.0,양지,4,3,2,"특수 에스닉 푸드 시장, 독성 관리 필수",27.0,12.509243697478992,-12.2,0.0,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,18,페이조아,15,26,-10,60,5.5,6.5,양지,1,3,3,"강한 내한성, 노지/난방비 절감 재배 가능",20.5,6.009243697478992,5.8,43.34,1,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,19,자부티카바,15,30,-3,70,5.5,6.5,양지,3,4,3,"특이한 결실 형태, 관상용/체험농장 적합",22.5,8.009243697478992,-1.2000000000000002,18.59,0,0
강진군,-4.2,34.4,14.490756302521008,73.41176470588235,1500.67,20,피타야(노란용과),18,30,2,50,5.5,7.0,양지,3,5,4,"일반 용과 대비 단가 높음, 고당도",24.0,9.509243697478992,-6.2,0.04,0,0
