dataset,image_path,relative_path,filename,parent_folder
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_black_rot_google_0052.png,plantseg\versions\1\plantsegv2\annotations\test\apple_black_rot_google_0052.png,apple_black_rot_google_0052.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_black_rot_google_0058.png,plantseg\versions\1\plantsegv2\annotations\test\apple_black_rot_google_0058.png,apple_black_rot_google_0058.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_black_rot_google_0077.png,plantseg\versions\1\plantsegv2\annotations\test\apple_black_rot_google_0077.png,apple_black_rot_google_0077.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_black_rot_google_0097.png,plantseg\versions\1\plantsegv2\annotations\test\apple_black_rot_google_0097.png,apple_black_rot_google_0097.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_black_rot_google_0113.png,plantseg\versions\1\plantsegv2\annotations\test\apple_black_rot_google_0113.png,apple_black_rot_google_0113.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_black_rot_google_0156.png,plantseg\versions\1\plantsegv2\annotations\test\apple_black_rot_google_0156.png,apple_black_rot_google_0156.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_black_rot_google_0160.png,plantseg\versions\1\plantsegv2\annotations\test\apple_black_rot_google_0160.png,apple_black_rot_google_0160.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_100.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_100.png,apple_mosaic_virus_100.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_16.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_16.png,apple_mosaic_virus_16.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_18.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_18.png,apple_mosaic_virus_18.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_23.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_23.png,apple_mosaic_virus_23.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_31.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_31.png,apple_mosaic_virus_31.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_34.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_34.png,apple_mosaic_virus_34.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_36.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_36.png,apple_mosaic_virus_36.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_41.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_41.png,apple_mosaic_virus_41.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_43.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_43.png,apple_mosaic_virus_43.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_5.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_5.png,apple_mosaic_virus_5.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_51.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_51.png,apple_mosaic_virus_51.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_57.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_57.png,apple_mosaic_virus_57.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_google_0006.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_google_0006.png,apple_mosaic_virus_google_0006.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_google_0014.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_google_0014.png,apple_mosaic_virus_google_0014.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_google_0029.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_google_0029.png,apple_mosaic_virus_google_0029.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_google_0074.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_google_0074.png,apple_mosaic_virus_google_0074.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_google_0084.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_google_0084.png,apple_mosaic_virus_google_0084.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_google_0091.png,plantseg\versions\1\plantsegv2\annotations\test\apple_mosaic_virus_google_0091.png,apple_mosaic_virus_google_0091.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_147.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_147.png,apple_rust_147.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_152.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_152.png,apple_rust_152.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_177.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_177.png,apple_rust_177.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_2.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_2.png,apple_rust_2.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_33.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_33.png,apple_rust_33.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_4.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_4.png,apple_rust_4.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_45.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_45.png,apple_rust_45.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_48.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_48.png,apple_rust_48.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_49.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_49.png,apple_rust_49.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_54.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_54.png,apple_rust_54.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_6.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_6.png,apple_rust_6.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_71.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_71.png,apple_rust_71.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_74.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_74.png,apple_rust_74.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_95.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_95.png,apple_rust_95.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_96.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_96.png,apple_rust_96.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0007.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0007.png,apple_rust_google_0007.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0011.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0011.png,apple_rust_google_0011.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0019.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0019.png,apple_rust_google_0019.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0035.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0035.png,apple_rust_google_0035.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0037.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0037.png,apple_rust_google_0037.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0041.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0041.png,apple_rust_google_0041.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0049.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0049.png,apple_rust_google_0049.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0058.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0058.png,apple_rust_google_0058.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0088.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0088.png,apple_rust_google_0088.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0147.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0147.png,apple_rust_google_0147.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0197.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0197.png,apple_rust_google_0197.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0201.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0201.png,apple_rust_google_0201.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0215.png,plantseg\versions\1\plantsegv2\annotations\test\apple_rust_google_0215.png,apple_rust_google_0215.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_14.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_14.png,apple_scab_14.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_18.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_18.png,apple_scab_18.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_2.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_2.png,apple_scab_2.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_23.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_23.png,apple_scab_23.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_25.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_25.png,apple_scab_25.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_26.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_26.png,apple_scab_26.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_32.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_32.png,apple_scab_32.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_43.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_43.png,apple_scab_43.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_50.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_50.png,apple_scab_50.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_51.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_51.png,apple_scab_51.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_66.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_66.png,apple_scab_66.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_67.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_67.png,apple_scab_67.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_77.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_77.png,apple_scab_77.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_8.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_8.png,apple_scab_8.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_85.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_85.png,apple_scab_85.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0000.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0000.png,apple_scab_google_0000.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0018.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0018.png,apple_scab_google_0018.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0020.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0020.png,apple_scab_google_0020.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0023.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0023.png,apple_scab_google_0023.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0031.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0031.png,apple_scab_google_0031.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0036.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0036.png,apple_scab_google_0036.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0037.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0037.png,apple_scab_google_0037.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0045.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0045.png,apple_scab_google_0045.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0065.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0065.png,apple_scab_google_0065.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0093.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0093.png,apple_scab_google_0093.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0106.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0106.png,apple_scab_google_0106.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0107.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0107.png,apple_scab_google_0107.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0119.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0119.png,apple_scab_google_0119.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0121.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0121.png,apple_scab_google_0121.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0124.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0124.png,apple_scab_google_0124.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0130.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0130.png,apple_scab_google_0130.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0132.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0132.png,apple_scab_google_0132.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0153.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0153.png,apple_scab_google_0153.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0200.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0200.png,apple_scab_google_0200.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0203.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0203.png,apple_scab_google_0203.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0230.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0230.png,apple_scab_google_0230.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0238.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0238.png,apple_scab_google_0238.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0244.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0244.png,apple_scab_google_0244.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0245.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0245.png,apple_scab_google_0245.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0247.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0247.png,apple_scab_google_0247.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0256.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0256.png,apple_scab_google_0256.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0268.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0268.png,apple_scab_google_0268.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0270.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0270.png,apple_scab_google_0270.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0273.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0273.png,apple_scab_google_0273.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0283.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0283.png,apple_scab_google_0283.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0284.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0284.png,apple_scab_google_0284.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0288.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0288.png,apple_scab_google_0288.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0297.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0297.png,apple_scab_google_0297.png,test
Kaggle_2,C:\Users\human-12\.cache\kagglehub\datasets\weitianqi\plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0300.png,plantseg\versions\1\plantsegv2\annotations\test\apple_scab_google_0300.png,apple_scab_google_0300.png,test
