dataset,original_path,relative_path,folder_name,file_name,state,classification_reason
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\025a9fa7-827a-43c3-a82f-66d9cbfb2055___FAM_B.Msls 4282.JPG,color\Grape___Esca_(Black_Measles)\025a9fa7-827a-43c3-a82f-66d9cbfb2055___FAM_B.Msls 4282.JPG,Grape___Esca_(Black_Measles),025a9fa7-827a-43c3-a82f-66d9cbfb2055___FAM_B.Msls 4282.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0279ec2c-5470-47e8-b1ba-79442bd323bb___FAM_B.Msls 4396.JPG,color\Grape___Esca_(Black_Measles)\0279ec2c-5470-47e8-b1ba-79442bd323bb___FAM_B.Msls 4396.JPG,Grape___Esca_(Black_Measles),0279ec2c-5470-47e8-b1ba-79442bd323bb___FAM_B.Msls 4396.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\02af0429-46c1-444b-bf62-a4d0198141e8___FAM_B.Msls 1062.JPG,color\Grape___Esca_(Black_Measles)\02af0429-46c1-444b-bf62-a4d0198141e8___FAM_B.Msls 1062.JPG,Grape___Esca_(Black_Measles),02af0429-46c1-444b-bf62-a4d0198141e8___FAM_B.Msls 1062.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0336e894-5963-4a7e-9b56-e802473ae4c5___FAM_B.Msls 1231.JPG,color\Grape___Esca_(Black_Measles)\0336e894-5963-4a7e-9b56-e802473ae4c5___FAM_B.Msls 1231.JPG,Grape___Esca_(Black_Measles),0336e894-5963-4a7e-9b56-e802473ae4c5___FAM_B.Msls 1231.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\037b6ea5-3d81-4489-b7a3-1116ee2cc6e1___FAM_B.Msls 0944.JPG,color\Grape___Esca_(Black_Measles)\037b6ea5-3d81-4489-b7a3-1116ee2cc6e1___FAM_B.Msls 0944.JPG,Grape___Esca_(Black_Measles),037b6ea5-3d81-4489-b7a3-1116ee2cc6e1___FAM_B.Msls 0944.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\03c1559d-52a2-455f-b682-5c3d266b05b7___FAM_B.Msls 3814.JPG,color\Grape___Esca_(Black_Measles)\03c1559d-52a2-455f-b682-5c3d266b05b7___FAM_B.Msls 3814.JPG,Grape___Esca_(Black_Measles),03c1559d-52a2-455f-b682-5c3d266b05b7___FAM_B.Msls 3814.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\03f815cb-cdcd-4486-a142-f2ac59a4bf48___FAM_B.Msls 4315.JPG,color\Grape___Esca_(Black_Measles)\03f815cb-cdcd-4486-a142-f2ac59a4bf48___FAM_B.Msls 4315.JPG,Grape___Esca_(Black_Measles),03f815cb-cdcd-4486-a142-f2ac59a4bf48___FAM_B.Msls 4315.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0429d206-55e2-4e3c-8cc5-c7a590db9c11___FAM_B.Msls 1803.JPG,color\Grape___Esca_(Black_Measles)\0429d206-55e2-4e3c-8cc5-c7a590db9c11___FAM_B.Msls 1803.JPG,Grape___Esca_(Black_Measles),0429d206-55e2-4e3c-8cc5-c7a590db9c11___FAM_B.Msls 1803.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\044a08aa-3868-4d50-af7c-8aa0c735e85a___FAM_B.Msls 4307.JPG,color\Grape___Esca_(Black_Measles)\044a08aa-3868-4d50-af7c-8aa0c735e85a___FAM_B.Msls 4307.JPG,Grape___Esca_(Black_Measles),044a08aa-3868-4d50-af7c-8aa0c735e85a___FAM_B.Msls 4307.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\048c9e5a-1e7f-4e50-b579-01d7c75b340f___FAM_B.Msls 4050.JPG,color\Grape___Esca_(Black_Measles)\048c9e5a-1e7f-4e50-b579-01d7c75b340f___FAM_B.Msls 4050.JPG,Grape___Esca_(Black_Measles),048c9e5a-1e7f-4e50-b579-01d7c75b340f___FAM_B.Msls 4050.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\04bb8842-a90a-410b-a211-2cfb76735d8b___FAM_B.Msls 4289.JPG,color\Grape___Esca_(Black_Measles)\04bb8842-a90a-410b-a211-2cfb76735d8b___FAM_B.Msls 4289.JPG,Grape___Esca_(Black_Measles),04bb8842-a90a-410b-a211-2cfb76735d8b___FAM_B.Msls 4289.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\04e2f4d2-ee75-4043-accc-307c6c7f2af0___FAM_B.Msls 1035.JPG,color\Grape___Esca_(Black_Measles)\04e2f4d2-ee75-4043-accc-307c6c7f2af0___FAM_B.Msls 1035.JPG,Grape___Esca_(Black_Measles),04e2f4d2-ee75-4043-accc-307c6c7f2af0___FAM_B.Msls 1035.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\04f61deb-4a81-4527-8cb2-f656957595ce___FAM_B.Msls 1218.JPG,color\Grape___Esca_(Black_Measles)\04f61deb-4a81-4527-8cb2-f656957595ce___FAM_B.Msls 1218.JPG,Grape___Esca_(Black_Measles),04f61deb-4a81-4527-8cb2-f656957595ce___FAM_B.Msls 1218.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0560b081-3467-4f76-9c00-895eb436a902___FAM_B.Msls 1733.JPG,color\Grape___Esca_(Black_Measles)\0560b081-3467-4f76-9c00-895eb436a902___FAM_B.Msls 1733.JPG,Grape___Esca_(Black_Measles),0560b081-3467-4f76-9c00-895eb436a902___FAM_B.Msls 1733.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0598129d-b448-4576-9c66-650388302622___FAM_B.Msls 4097.JPG,color\Grape___Esca_(Black_Measles)\0598129d-b448-4576-9c66-650388302622___FAM_B.Msls 4097.JPG,Grape___Esca_(Black_Measles),0598129d-b448-4576-9c66-650388302622___FAM_B.Msls 4097.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\05ac9e47-e521-4677-9768-5bcb4e414ce1___FAM_B.Msls 3816.JPG,color\Grape___Esca_(Black_Measles)\05ac9e47-e521-4677-9768-5bcb4e414ce1___FAM_B.Msls 3816.JPG,Grape___Esca_(Black_Measles),05ac9e47-e521-4677-9768-5bcb4e414ce1___FAM_B.Msls 3816.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\062d27c7-8c0f-4ed9-bd63-e506d9965281___FAM_B.Msls 4200.JPG,color\Grape___Esca_(Black_Measles)\062d27c7-8c0f-4ed9-bd63-e506d9965281___FAM_B.Msls 4200.JPG,Grape___Esca_(Black_Measles),062d27c7-8c0f-4ed9-bd63-e506d9965281___FAM_B.Msls 4200.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\06534733-e694-4772-96bb-70bcfc14780e___FAM_B.Msls 4253.JPG,color\Grape___Esca_(Black_Measles)\06534733-e694-4772-96bb-70bcfc14780e___FAM_B.Msls 4253.JPG,Grape___Esca_(Black_Measles),06534733-e694-4772-96bb-70bcfc14780e___FAM_B.Msls 4253.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\066df51b-4f56-417d-8cf0-b6990b27b952___FAM_B.Msls 4382.JPG,color\Grape___Esca_(Black_Measles)\066df51b-4f56-417d-8cf0-b6990b27b952___FAM_B.Msls 4382.JPG,Grape___Esca_(Black_Measles),066df51b-4f56-417d-8cf0-b6990b27b952___FAM_B.Msls 4382.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\069123c0-8f04-499e-a2ac-687e24b099f4___FAM_B.Msls 3917.JPG,color\Grape___Esca_(Black_Measles)\069123c0-8f04-499e-a2ac-687e24b099f4___FAM_B.Msls 3917.JPG,Grape___Esca_(Black_Measles),069123c0-8f04-499e-a2ac-687e24b099f4___FAM_B.Msls 3917.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\06b3cef1-9eeb-4a15-a8c6-429532a64e2e___FAM_B.Msls 4427.JPG,color\Grape___Esca_(Black_Measles)\06b3cef1-9eeb-4a15-a8c6-429532a64e2e___FAM_B.Msls 4427.JPG,Grape___Esca_(Black_Measles),06b3cef1-9eeb-4a15-a8c6-429532a64e2e___FAM_B.Msls 4427.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\06d929ae-6cad-452b-b027-7f0d15c221fc___FAM_B.Msls 1817.JPG,color\Grape___Esca_(Black_Measles)\06d929ae-6cad-452b-b027-7f0d15c221fc___FAM_B.Msls 1817.JPG,Grape___Esca_(Black_Measles),06d929ae-6cad-452b-b027-7f0d15c221fc___FAM_B.Msls 1817.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\06eb73c0-225e-447b-ac67-08be159a73b7___FAM_B.Msls 1225.JPG,color\Grape___Esca_(Black_Measles)\06eb73c0-225e-447b-ac67-08be159a73b7___FAM_B.Msls 1225.JPG,Grape___Esca_(Black_Measles),06eb73c0-225e-447b-ac67-08be159a73b7___FAM_B.Msls 1225.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\071145e3-a14e-4024-ae43-60e6622e5c06___FAM_B.Msls 4411.JPG,color\Grape___Esca_(Black_Measles)\071145e3-a14e-4024-ae43-60e6622e5c06___FAM_B.Msls 4411.JPG,Grape___Esca_(Black_Measles),071145e3-a14e-4024-ae43-60e6622e5c06___FAM_B.Msls 4411.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0753c4a8-1037-4fc2-8f5d-d442fc7c6b95___FAM_B.Msls 4085.JPG,color\Grape___Esca_(Black_Measles)\0753c4a8-1037-4fc2-8f5d-d442fc7c6b95___FAM_B.Msls 4085.JPG,Grape___Esca_(Black_Measles),0753c4a8-1037-4fc2-8f5d-d442fc7c6b95___FAM_B.Msls 4085.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\076cb968-84a0-44bd-a278-1c9791de8bd9___FAM_B.Msls 3938.JPG,color\Grape___Esca_(Black_Measles)\076cb968-84a0-44bd-a278-1c9791de8bd9___FAM_B.Msls 3938.JPG,Grape___Esca_(Black_Measles),076cb968-84a0-44bd-a278-1c9791de8bd9___FAM_B.Msls 3938.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\07d611f9-f24f-49ff-a026-912617834d87___FAM_B.Msls 1069.JPG,color\Grape___Esca_(Black_Measles)\07d611f9-f24f-49ff-a026-912617834d87___FAM_B.Msls 1069.JPG,Grape___Esca_(Black_Measles),07d611f9-f24f-49ff-a026-912617834d87___FAM_B.Msls 1069.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\08543f74-9c1d-415b-aca8-fbda007f0361___FAM_B.Msls 4343.JPG,color\Grape___Esca_(Black_Measles)\08543f74-9c1d-415b-aca8-fbda007f0361___FAM_B.Msls 4343.JPG,Grape___Esca_(Black_Measles),08543f74-9c1d-415b-aca8-fbda007f0361___FAM_B.Msls 4343.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\086fae94-179e-41d1-98c7-8f29f7d56ce1___FAM_B.Msls 0993.JPG,color\Grape___Esca_(Black_Measles)\086fae94-179e-41d1-98c7-8f29f7d56ce1___FAM_B.Msls 0993.JPG,Grape___Esca_(Black_Measles),086fae94-179e-41d1-98c7-8f29f7d56ce1___FAM_B.Msls 0993.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\08987956-340e-45ae-ad8e-dc09f6958638___FAM_B.Msls 1019.JPG,color\Grape___Esca_(Black_Measles)\08987956-340e-45ae-ad8e-dc09f6958638___FAM_B.Msls 1019.JPG,Grape___Esca_(Black_Measles),08987956-340e-45ae-ad8e-dc09f6958638___FAM_B.Msls 1019.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\08e2699c-362a-47cb-b2f4-dd050eb7a35b___FAM_B.Msls 0889.JPG,color\Grape___Esca_(Black_Measles)\08e2699c-362a-47cb-b2f4-dd050eb7a35b___FAM_B.Msls 0889.JPG,Grape___Esca_(Black_Measles),08e2699c-362a-47cb-b2f4-dd050eb7a35b___FAM_B.Msls 0889.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\08ee2c37-2197-481e-977e-09b120e5191c___FAM_B.Msls 3815.JPG,color\Grape___Esca_(Black_Measles)\08ee2c37-2197-481e-977e-09b120e5191c___FAM_B.Msls 3815.JPG,Grape___Esca_(Black_Measles),08ee2c37-2197-481e-977e-09b120e5191c___FAM_B.Msls 3815.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\08f59f5a-b17d-4469-8b36-aca91a93edf3___FAM_B.Msls 0854.JPG,color\Grape___Esca_(Black_Measles)\08f59f5a-b17d-4469-8b36-aca91a93edf3___FAM_B.Msls 0854.JPG,Grape___Esca_(Black_Measles),08f59f5a-b17d-4469-8b36-aca91a93edf3___FAM_B.Msls 0854.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\08fbe786-cf83-4dc7-b281-19dbfcf42c41___FAM_B.Msls 4287.JPG,color\Grape___Esca_(Black_Measles)\08fbe786-cf83-4dc7-b281-19dbfcf42c41___FAM_B.Msls 4287.JPG,Grape___Esca_(Black_Measles),08fbe786-cf83-4dc7-b281-19dbfcf42c41___FAM_B.Msls 4287.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\09282a81-6cb1-4140-b6a3-6ea517ee31f9___FAM_B.Msls 3928.JPG,color\Grape___Esca_(Black_Measles)\09282a81-6cb1-4140-b6a3-6ea517ee31f9___FAM_B.Msls 3928.JPG,Grape___Esca_(Black_Measles),09282a81-6cb1-4140-b6a3-6ea517ee31f9___FAM_B.Msls 3928.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0943aecf-f080-4e35-9184-ec1951e797d0___FAM_B.Msls 1198.JPG,color\Grape___Esca_(Black_Measles)\0943aecf-f080-4e35-9184-ec1951e797d0___FAM_B.Msls 1198.JPG,Grape___Esca_(Black_Measles),0943aecf-f080-4e35-9184-ec1951e797d0___FAM_B.Msls 1198.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0a29217d-3154-4541-8d23-9c5e8d9eeb85___FAM_B.Msls 4446.JPG,color\Grape___Esca_(Black_Measles)\0a29217d-3154-4541-8d23-9c5e8d9eeb85___FAM_B.Msls 4446.JPG,Grape___Esca_(Black_Measles),0a29217d-3154-4541-8d23-9c5e8d9eeb85___FAM_B.Msls 4446.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0a4403ee-995a-4dbd-add7-f13bf17e15dd___FAM_B.Msls 4248.JPG,color\Grape___Esca_(Black_Measles)\0a4403ee-995a-4dbd-add7-f13bf17e15dd___FAM_B.Msls 4248.JPG,Grape___Esca_(Black_Measles),0a4403ee-995a-4dbd-add7-f13bf17e15dd___FAM_B.Msls 4248.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0aa51e44-85f6-4b04-a707-5fd4ae2fbfc2___FAM_B.Msls 1063.JPG,color\Grape___Esca_(Black_Measles)\0aa51e44-85f6-4b04-a707-5fd4ae2fbfc2___FAM_B.Msls 1063.JPG,Grape___Esca_(Black_Measles),0aa51e44-85f6-4b04-a707-5fd4ae2fbfc2___FAM_B.Msls 1063.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0ab276b8-1342-4b3b-a87d-620880112e9c___FAM_B.Msls 1009.JPG,color\Grape___Esca_(Black_Measles)\0ab276b8-1342-4b3b-a87d-620880112e9c___FAM_B.Msls 1009.JPG,Grape___Esca_(Black_Measles),0ab276b8-1342-4b3b-a87d-620880112e9c___FAM_B.Msls 1009.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0ac1749b-6c4a-4a60-92d4-f4e957cfa4b4___FAM_B.Msls 0887.JPG,color\Grape___Esca_(Black_Measles)\0ac1749b-6c4a-4a60-92d4-f4e957cfa4b4___FAM_B.Msls 0887.JPG,Grape___Esca_(Black_Measles),0ac1749b-6c4a-4a60-92d4-f4e957cfa4b4___FAM_B.Msls 0887.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0ac7f7a3-2748-4f58-ae8d-426cdc5113f4___FAM_B.Msls 4432.JPG,color\Grape___Esca_(Black_Measles)\0ac7f7a3-2748-4f58-ae8d-426cdc5113f4___FAM_B.Msls 4432.JPG,Grape___Esca_(Black_Measles),0ac7f7a3-2748-4f58-ae8d-426cdc5113f4___FAM_B.Msls 4432.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0ad02171-f9d0-4d0f-bdbd-36ac7674fafc___FAM_B.Msls 4356.JPG,color\Grape___Esca_(Black_Measles)\0ad02171-f9d0-4d0f-bdbd-36ac7674fafc___FAM_B.Msls 4356.JPG,Grape___Esca_(Black_Measles),0ad02171-f9d0-4d0f-bdbd-36ac7674fafc___FAM_B.Msls 4356.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0b2d8af7-af0b-4192-b60c-5a355b762c65___FAM_B.Msls 4201.JPG,color\Grape___Esca_(Black_Measles)\0b2d8af7-af0b-4192-b60c-5a355b762c65___FAM_B.Msls 4201.JPG,Grape___Esca_(Black_Measles),0b2d8af7-af0b-4192-b60c-5a355b762c65___FAM_B.Msls 4201.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0b351ad3-5a0c-4a62-b803-9f17fed7d3ea___FAM_B.Msls 1106.JPG,color\Grape___Esca_(Black_Measles)\0b351ad3-5a0c-4a62-b803-9f17fed7d3ea___FAM_B.Msls 1106.JPG,Grape___Esca_(Black_Measles),0b351ad3-5a0c-4a62-b803-9f17fed7d3ea___FAM_B.Msls 1106.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0b7270e2-a05c-45ea-9803-b4d3aa31ab18___FAM_B.Msls 1292.JPG,color\Grape___Esca_(Black_Measles)\0b7270e2-a05c-45ea-9803-b4d3aa31ab18___FAM_B.Msls 1292.JPG,Grape___Esca_(Black_Measles),0b7270e2-a05c-45ea-9803-b4d3aa31ab18___FAM_B.Msls 1292.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0b924439-fc64-42d3-9bf3-74a593a30b2b___FAM_B.Msls 3873.JPG,color\Grape___Esca_(Black_Measles)\0b924439-fc64-42d3-9bf3-74a593a30b2b___FAM_B.Msls 3873.JPG,Grape___Esca_(Black_Measles),0b924439-fc64-42d3-9bf3-74a593a30b2b___FAM_B.Msls 3873.JPG,기타,no_matching_keyword
PlantVillage,C:\Users\human-12\Desktop\MLProject\PlantVillage-Dataset\raw\color\Grape___Esca_(Black_Measles)\0bf809ec-841e-4668-b875-adeb73d60de0___FAM_B.Msls 4057.JPG,color\Grape___Esca_(Black_Measles)\0bf809ec-841e-4668-b875-adeb73d60de0___FAM_B.Msls 4057.JPG,Grape___Esca_(Black_Measles),0bf809ec-841e-4668-b875-adeb73d60de0___FAM_B.Msls 4057.JPG,기타,no_matching_keyword
